path,Category1,Category2,Category3,Category4,doc_id,chunk_id,chunk_index,author,model_version,text_file
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c010.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c010,10,Aeschines,human,Human_Aeschines_0026001__c010.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c011.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c011,11,Aeschines,human,Human_Aeschines_0026001__c011.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c012.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c012,12,Aeschines,human,Human_Aeschines_0026001__c012.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c013.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c013,13,Aeschines,human,Human_Aeschines_0026001__c013.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c014.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c014,14,Aeschines,human,Human_Aeschines_0026001__c014.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c015.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c015,15,Aeschines,human,Human_Aeschines_0026001__c015.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c016.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c016,16,Aeschines,human,Human_Aeschines_0026001__c016.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c017.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c017,17,Aeschines,human,Human_Aeschines_0026001__c017.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c018.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c018,18,Aeschines,human,Human_Aeschines_0026001__c018.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c019.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c019,19,Aeschines,human,Human_Aeschines_0026001__c019.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c020.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c020,20,Aeschines,human,Human_Aeschines_0026001__c020.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c021.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c021,21,Aeschines,human,Human_Aeschines_0026001__c021.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c022.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c022,22,Aeschines,human,Human_Aeschines_0026001__c022.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c023.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c023,23,Aeschines,human,Human_Aeschines_0026001__c023.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c024.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c024,24,Aeschines,human,Human_Aeschines_0026001__c024.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c025.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c025,25,Aeschines,human,Human_Aeschines_0026001__c025.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c026.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c026,26,Aeschines,human,Human_Aeschines_0026001__c026.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c027.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c027,27,Aeschines,human,Human_Aeschines_0026001__c027.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c028.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c028,28,Aeschines,human,Human_Aeschines_0026001__c028.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c029.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c029,29,Aeschines,human,Human_Aeschines_0026001__c029.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c030.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c030,30,Aeschines,human,Human_Aeschines_0026001__c030.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026001__c031.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026001,Human_Aeschines_0026001__c031,31,Aeschines,human,Human_Aeschines_0026001__c031.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c000.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c000,0,Aeschines,human,Human_Aeschines_0026002__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c001.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c001,1,Aeschines,human,Human_Aeschines_0026002__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c002.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c002,2,Aeschines,human,Human_Aeschines_0026002__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c003.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c003,3,Aeschines,human,Human_Aeschines_0026002__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c004.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c004,4,Aeschines,human,Human_Aeschines_0026002__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c005.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c005,5,Aeschines,human,Human_Aeschines_0026002__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c006.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c006,6,Aeschines,human,Human_Aeschines_0026002__c006.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c007.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c007,7,Aeschines,human,Human_Aeschines_0026002__c007.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c008.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c008,8,Aeschines,human,Human_Aeschines_0026002__c008.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c009.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c009,9,Aeschines,human,Human_Aeschines_0026002__c009.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c010.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c010,10,Aeschines,human,Human_Aeschines_0026002__c010.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c011.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c011,11,Aeschines,human,Human_Aeschines_0026002__c011.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c012.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c012,12,Aeschines,human,Human_Aeschines_0026002__c012.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c013.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c013,13,Aeschines,human,Human_Aeschines_0026002__c013.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c014.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c014,14,Aeschines,human,Human_Aeschines_0026002__c014.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c015.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c015,15,Aeschines,human,Human_Aeschines_0026002__c015.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c016.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c016,16,Aeschines,human,Human_Aeschines_0026002__c016.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c017.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c017,17,Aeschines,human,Human_Aeschines_0026002__c017.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c018.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c018,18,Aeschines,human,Human_Aeschines_0026002__c018.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c019.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c019,19,Aeschines,human,Human_Aeschines_0026002__c019.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c020.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c020,20,Aeschines,human,Human_Aeschines_0026002__c020.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c021.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c021,21,Aeschines,human,Human_Aeschines_0026002__c021.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c022.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c022,22,Aeschines,human,Human_Aeschines_0026002__c022.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c023.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c023,23,Aeschines,human,Human_Aeschines_0026002__c023.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c024.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c024,24,Aeschines,human,Human_Aeschines_0026002__c024.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c025.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c025,25,Aeschines,human,Human_Aeschines_0026002__c025.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c026.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c026,26,Aeschines,human,Human_Aeschines_0026002__c026.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c027.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c027,27,Aeschines,human,Human_Aeschines_0026002__c027.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c028.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c028,28,Aeschines,human,Human_Aeschines_0026002__c028.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c029.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c029,29,Aeschines,human,Human_Aeschines_0026002__c029.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026002__c030.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026002,Human_Aeschines_0026002__c030,30,Aeschines,human,Human_Aeschines_0026002__c030.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c000.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c000,0,Aeschines,human,Human_Aeschines_0026003__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c001.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c001,1,Aeschines,human,Human_Aeschines_0026003__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c002.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c002,2,Aeschines,human,Human_Aeschines_0026003__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c003.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c003,3,Aeschines,human,Human_Aeschines_0026003__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c004.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c004,4,Aeschines,human,Human_Aeschines_0026003__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c005.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c005,5,Aeschines,human,Human_Aeschines_0026003__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c006.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c006,6,Aeschines,human,Human_Aeschines_0026003__c006.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c007.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c007,7,Aeschines,human,Human_Aeschines_0026003__c007.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c008.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c008,8,Aeschines,human,Human_Aeschines_0026003__c008.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c009.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c009,9,Aeschines,human,Human_Aeschines_0026003__c009.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c010.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c010,10,Aeschines,human,Human_Aeschines_0026003__c010.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c011.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c011,11,Aeschines,human,Human_Aeschines_0026003__c011.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c012.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c012,12,Aeschines,human,Human_Aeschines_0026003__c012.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c013.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c013,13,Aeschines,human,Human_Aeschines_0026003__c013.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c014.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c014,14,Aeschines,human,Human_Aeschines_0026003__c014.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c015.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c015,15,Aeschines,human,Human_Aeschines_0026003__c015.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c016.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c016,16,Aeschines,human,Human_Aeschines_0026003__c016.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c017.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c017,17,Aeschines,human,Human_Aeschines_0026003__c017.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c018.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c018,18,Aeschines,human,Human_Aeschines_0026003__c018.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c019.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c019,19,Aeschines,human,Human_Aeschines_0026003__c019.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c020.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c020,20,Aeschines,human,Human_Aeschines_0026003__c020.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Aeschines_0026003__c021.txt,Human,Aeschines,Human,Human,Human_Aeschines_0026003,Human_Aeschines_0026003__c021,21,Aeschines,human,Human_Aeschines_0026003__c021.txt
